Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?,year_received,month_received,dayofweek_received,quarter_received,is_weekend,is_holiday_season,processing_days,same_day_processing,company_complaint_count,company_size,state_complaint_count,product_category,region
1257831,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,CA,94619,2015-02-25,2015-02-26,Experian,In progress,Yes,No,2015,2,2,1,0,0,1,0,1940,enterprise,3859,credit,west
1257269,Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,FL,33322,2015-02-25,2015-02-25,Wells Fargo,In progress,Yes,No,2015,2,2,1,0,0,0,1,1430,enterprise,2592,mortgage,south
1257286,Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,OH,44004,2015-02-25,2015-02-25,Ocwen,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,934,enterprise,939,mortgage,midwest
1257262,Debt Collection,Credit Card,Communication Tactics,Frequent Or Repeated Calls,NY,14469,2015-02-25,2015-02-25,Citibank,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1016,enterprise,1846,debt,northeast
1257828,Other Financial Service,Debt Settlement,Customer Service/Customer Relations,Not Specified,NH,3037,2015-02-25,2015-03-03,Jpmorgan Chase,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1272,enterprise,111,other,northeast
1257254,Bank Account Or Service,Other Bank Product/Service,Deposits And Withdrawals,Not Specified,TX,75224,2015-02-25,2015-02-25,Comerica,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,48,medium,2380,banking,south
1257253,Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,WA,99336,2015-02-25,2015-03-03,"Green & Sons Agency, Inc.",Untimely response,No,No,2015,2,2,1,0,0,6,0,1,small,509,debt,west
1257834,Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,NC,28233,2015-02-25,2015-02-26,"Green Tree Servicing, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,399,enterprise,764,mortgage,south
1257108,Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,IN,46254,2015-02-25,2015-02-25,U.S. Bancorp,Closed with non-monetary relief,Yes,Yes,2015,2,2,1,0,0,0,1,429,enterprise,298,mortgage,midwest
1255833,Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Problem With Statement Of Dispute,DE,19709,2015-02-25,2015-02-25,Transunion,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1525,enterprise,152,credit,south
1257891,Credit Card,Not Specified,Identity Theft / Fraud / Embezzlement,Not Specified,ID,83202,2015-02-25,2015-02-26,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,1430,enterprise,115,credit,west
1257221,Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,OH,44128,2015-02-25,2015-03-03,Citibank,In progress,Yes,No,2015,2,2,1,0,0,6,0,1016,enterprise,939,mortgage,midwest
1257842,Debt Collection,Not Specified,Communication Tactics,Frequent Or Repeated Calls,FL,33559,2015-02-25,2015-02-26,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,1,0,229,enterprise,2592,debt,south
1257837,Mortgage,Home Equity Loan Or Line Of Credit,"Loan Modification,Collection,Foreclosure",Not Specified,PA,15642,2015-02-25,2015-03-03,Rbs Citizens,In progress,Yes,No,2015,2,2,1,0,0,6,0,107,large,1055,mortgage,northeast
1257846,Bank Account Or Service,Checking Account,Problems Caused By My Funds Being Low,Not Specified,MD,20815,2015-02-25,2015-03-03,Bb&T Financial,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,90,large,791,banking,south
1257166,Debt Collection,Payday Loan,Improper Contact Or Sharing Of Info,Contacted Employer After Asked Not To,FL,32835,2015-02-25,2015-03-03,Amscot Corporation,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,2,small,2592,debt,south
1257144,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,TX,75089,2015-02-25,2015-03-03,Experian,In progress,Yes,No,2015,2,2,1,0,0,6,0,1940,enterprise,2380,credit,south
1257135,Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting Report Or Credit Score,IL,60445,2015-02-25,2015-03-04,Equifax,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,7,0,2049,enterprise,1003,credit,midwest
1257143,Debt Collection,Credit Card,False Statements Or Representation,Indicated Committed Crime Not Paying,TX,77489,2015-02-25,2015-02-25,Usaa Savings,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,101,large,2380,debt,south
1257136,Consumer Loan,Vehicle Loan,Taking Out The Loan Or Lease,Not Specified,NJ,8857,2015-02-25,2015-02-26,Santander Consumer Usa,Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,133,large,1113,loan,northeast
1257142,Credit Card,Not Specified,Billing Disputes,Not Specified,MD,20878,2015-02-25,2015-03-02,Bank Of America,Closed with explanation,Yes,No,2015,2,2,1,0,0,5,0,1518,enterprise,791,credit,south
1257251,Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,NY,11701,2015-02-25,2015-03-03,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1430,enterprise,1846,mortgage,northeast
1257138,Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MN,55082,2015-02-25,2015-03-03,Phh Mortgage,In progress,Yes,No,2015,2,2,1,0,0,6,0,63,large,311,mortgage,midwest
1257810,Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,Unknown,30344,2015-02-25,2015-03-04,"Northland Group, Inc.",Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,7,0,20,medium,421,debt,unknown
1257808,Credit Card,Not Specified,Credit Line Increase/Decrease,Not Specified,MI,48334,2015-02-25,2015-03-04,Fifth Third Bank,Closed with monetary relief,Yes,No,2015,2,2,1,0,0,7,0,110,large,694,credit,midwest
1257100,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Personal Information,MI,48050,2015-02-25,2015-03-03,Transunion,In progress,Yes,No,2015,2,2,1,0,0,6,0,1525,enterprise,694,credit,midwest
1255814,Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MD,21742,2015-02-25,2015-03-03,Nationstar Mortgage,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,749,enterprise,791,mortgage,south
1257153,Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Resulted From Identity Theft,NC,28210,2015-02-25,2015-03-06,Transunion,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,9,0,1525,enterprise,764,debt,south
1257165,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,OH,44084,2015-02-25,2015-02-25,Equifax,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,2049,enterprise,939,credit,midwest
1257147,Mortgage,Reverse Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,IL,60175,2015-02-25,2015-03-03,Jpmorgan Chase,In progress,Yes,No,2015,2,2,1,0,0,6,0,1272,enterprise,1003,mortgage,midwest
1255777,Credit Card,Not Specified,Other,Not Specified,VA,22030,2015-02-25,2015-03-02,Amex,Closed with explanation,Yes,No,2015,2,2,1,0,0,5,0,270,enterprise,869,credit,south
1257856,Debt Collection,"Other (Phone, Health Club, Etc.)",Communication Tactics,Frequent Or Repeated Calls,OH,44056,2015-02-25,2015-03-03,Paypal,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,112,large,939,debt,midwest
1257145,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,TX,75089,2015-02-25,2015-03-03,Equifax,In progress,Yes,No,2015,2,2,1,0,0,6,0,2049,enterprise,2380,credit,south
1255719,Consumer Loan,Installment Loan,Managing The Loan Or Lease,Not Specified,CA,92054,2015-02-25,2015-03-03,"Ballybunion Enterprises, Inc",Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,8,small,3859,loan,west
1255807,Bank Account Or Service,Other Bank Product/Service,Deposits And Withdrawals,Not Specified,HI,96707,2015-02-25,2015-02-26,Bank Of Hawaii,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,1,0,5,small,83,banking,west
1257151,Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Resulted From Identity Theft,NC,28210,2015-02-25,2015-03-06,Experian,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,9,0,1940,enterprise,764,debt,south
1257310,Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,NJ,8081,2015-02-25,2015-02-25,Wells Fargo,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,1430,enterprise,1113,mortgage,northeast
1255730,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,NV,89121,2015-02-25,2015-02-25,Transunion,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1525,enterprise,351,credit,west
1255802,Debt Collection,Credit Card,Communication Tactics,Threatened To Take Legal Action,GA,30188,2015-02-25,2015-02-25,Bank Of America,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1518,enterprise,1146,debt,south
1255773,Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting My Free Annual Report,TX,78731,2015-02-25,2015-02-25,Equifax,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,2049,enterprise,2380,credit,south
1255762,Credit Card,Not Specified,Identity Theft / Fraud / Embezzlement,Not Specified,CA,95820,2015-02-25,2015-02-25,U.S. Bancorp,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,429,enterprise,3859,credit,west
1257073,Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,KY,40272,2015-02-25,2015-03-03,"National Principal Group, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,12,medium,225,debt,south
1255799,Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,TX,75701,2015-02-25,2015-02-25,"Green Tree Servicing, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,399,enterprise,2380,mortgage,south
1255798,Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,NJ,7054,2015-02-25,2015-03-03,Citibank,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1016,enterprise,1113,banking,northeast
1257087,Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Resulted From Identity Theft,IL,60805,2015-02-25,2015-03-03,Transworld Systems Inc.,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,215,enterprise,1003,debt,midwest
1257017,Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,FL,33432,2015-02-25,2015-03-03,Wells Fargo,In progress,Yes,No,2015,2,2,1,0,0,6,0,1430,enterprise,2592,mortgage,south
1255760,Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting My Free Annual Report,TX,78731,2015-02-25,2015-02-25,Equifax,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,2049,enterprise,2380,credit,south
1255788,Debt Collection,Credit Card,Communication Tactics,Used Obscene/Profane/Abusive Language,TN,37411,2015-02-25,2015-02-25,First Reliance Holdings Llc,Untimely response,No,No,2015,2,2,1,0,0,0,1,1,small,473,debt,south
1255754,Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,MD,21037,2015-02-25,2015-02-25,"Diversified Consultants, Inc.",Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,71,large,791,debt,south
1255746,Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Problem With Statement Of Dispute,PA,16146,2015-02-25,2015-02-25,Transunion,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1525,enterprise,1055,credit,northeast
1257163,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,NJ,7003,2015-02-25,2015-03-03,Experian,In progress,Yes,No,2015,2,2,1,0,0,6,0,1940,enterprise,1113,credit,northeast
1256216,Student Loan,Non-Federal Student Loan,Can'T Repay My Loan,Not Specified,OH,43068,2015-02-25,2015-03-04,Genesis Lending,Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,65,large,939,loan,midwest
1255830,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,OH,44130,2015-02-25,2015-02-25,Experian,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1940,enterprise,939,credit,midwest
1255751,Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,FL,34683,2015-02-25,2015-02-25,"Residentcollect, Inc.",Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,5,small,2592,debt,south
1256221,Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,32714,2015-02-25,2015-03-03,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,211,enterprise,2592,mortgage,south
1257805,Mortgage,Other Mortgage,"Application, Originator, Mortgage Broker",Not Specified,CT,6475,2015-02-25,2015-03-03,Quicken Loans,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,49,medium,287,mortgage,northeast
1257237,Consumer Loan,Vehicle Loan,Problems When You Are Unable To Pay,Not Specified,WA,99001,2015-02-25,2015-03-03,Citibank,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1016,enterprise,509,loan,west
1256399,Credit Reporting,Not Specified,Credit Monitoring Or Identity Protection,Problem Cancelling Or Closing Account,GA,30122,2015-02-25,2015-02-25,Experian,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1940,enterprise,1146,credit,south
1257230,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Reinserted Previously Deleted Info,TN,38183,2015-02-25,2015-02-25,Transunion,In progress,Yes,No,2015,2,2,1,0,0,0,1,1525,enterprise,473,credit,south
1255745,Mortgage,Home Equity Loan Or Line Of Credit,"Application, Originator, Mortgage Broker",Not Specified,OH,44022,2015-02-25,2015-02-25,The Huntington National Bank,In progress,Yes,No,2015,2,2,1,0,0,0,1,55,large,939,mortgage,midwest
1255729,Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,NC,27360,2015-02-25,2015-02-25,Navient,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,368,enterprise,764,loan,south
1255728,Credit Card,Not Specified,Credit Determination,Not Specified,MI,48198,2015-02-25,2015-03-03,Jpmorgan Chase,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,6,0,1272,enterprise,694,credit,midwest
1255727,Mortgage,Home Equity Loan Or Line Of Credit,"Loan Servicing, Payments, Escrow Account",Not Specified,CA,92807,2015-02-25,2015-02-25,Jpmorgan Chase,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,1272,enterprise,3859,mortgage,west
1256927,Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MS,38611,2015-02-25,2015-03-03,"Servis One, Inc.",Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,49,medium,159,mortgage,south
1256926,Credit Card,Not Specified,Closing/Cancelling Account,Not Specified,MO,63130,2015-02-25,2015-02-25,Discover,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,368,enterprise,409,credit,midwest
1257721,Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,Unknown,53805,2015-02-25,2015-03-03,Capital One,In progress,Yes,No,2015,2,2,1,0,0,6,0,567,enterprise,421,debt,unknown
1256288,Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,NY,12304,2015-02-25,2015-02-25,Jpmorgan Chase,In progress,Yes,No,2015,2,2,1,0,0,0,1,1272,enterprise,1846,mortgage,northeast
1257211,Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,FL,33624,2015-02-25,2015-03-03,"Equidata, Inc.",Untimely response,No,No,2015,2,2,1,0,0,6,0,2,small,2592,debt,south
1255733,Credit Reporting,Not Specified,Credit Monitoring Or Identity Protection,Billing Dispute,IA,50501,2015-02-25,2015-02-25,Equifax,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,2049,enterprise,141,credit,midwest
1257246,Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,Unknown,33144,2015-02-25,2015-02-25,Bank Of America,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1518,enterprise,421,banking,unknown
1257205,Credit Card,Not Specified,Customer Service / Customer Relations,Not Specified,TX,75062,2015-02-25,2015-03-02,Jpmorgan Chase,Closed with explanation,Yes,No,2015,2,2,1,0,0,5,0,1272,enterprise,2380,credit,south
1257180,Other Financial Service,Money Order,Lost Or Stolen Money Order,Not Specified,IL,60639,2015-02-25,2015-03-03,Moneygram,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,73,large,1003,other,midwest
1257204,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,TX,75062,2015-02-25,2015-03-04,Experian,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,7,0,1940,enterprise,2380,credit,south
1255738,Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CA,95403,2015-02-25,2015-03-03,Checksmart Financial Company,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,15,medium,3859,debt,west
1257280,Credit Card,Not Specified,Apr Or Interest Rate,Not Specified,VT,5060,2015-02-25,2015-03-03,Jpmorgan Chase,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1272,enterprise,55,credit,northeast
1257243,Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,FL,33165,2015-02-25,2015-03-12,"Pinnacle Recovery, Inc.",Closed with explanation,Yes,No,2015,2,2,1,0,0,15,0,10,small,2592,debt,south
1255810,Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,GA,30083,2015-02-25,2015-03-03,"American Credit Acceptance, Llc",In progress,Yes,No,2015,2,2,1,0,0,6,0,8,small,1146,loan,south
1257229,Mortgage,Home Equity Loan Or Line Of Credit,"Loan Modification,Collection,Foreclosure",Not Specified,NV,89128,2015-02-25,2015-03-03,Bank Of America,In progress,Yes,No,2015,2,2,1,0,0,6,0,1518,enterprise,351,mortgage,west
1257228,Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,CA,95355,2015-02-25,2015-03-03,Nationstar Mortgage,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,749,enterprise,3859,mortgage,west
1257291,Consumer Loan,Installment Loan,Taking Out The Loan Or Lease,Not Specified,CO,80233,2015-02-25,2015-02-26,"Cashcall, Inc.",Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,69,large,483,loan,west
1257247,Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,Unknown,33144,2015-02-25,2015-02-25,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1430,enterprise,421,banking,unknown
1257264,Debt Collection,Payday Loan,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,OH,45406,2015-02-25,2015-02-25,"National Credit Adjusters, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,33,medium,939,debt,midwest
1257290,Debt Collection,Federal Student Loan,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,KS,66214,2015-02-25,2015-03-18,Transworld Systems Inc.,In progress,Yes,No,2015,2,2,1,0,0,21,0,215,enterprise,176,debt,midwest
1257267,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,NY,10930,2015-02-25,2015-02-25,Equifax,In progress,Yes,No,2015,2,2,1,0,0,0,1,2049,enterprise,1846,credit,northeast
1257266,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Reinserted Previously Deleted Info,NY,10930,2015-02-25,2015-02-25,Experian,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,1940,enterprise,1846,credit,northeast
1257268,Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,FL,34243,2015-02-25,2015-02-25,Encore Capital Group,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,392,enterprise,2592,debt,south
1257277,Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,33137,2015-02-25,2015-02-25,Nationstar Mortgage,In progress,Yes,No,2015,2,2,1,0,0,0,1,749,enterprise,2592,mortgage,south
1257400,Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,IL,60030,2015-02-25,2015-03-04,Ocwen,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,7,0,934,enterprise,1003,mortgage,midwest
1259282,Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,33763,2015-02-25,2015-03-03,Bank Of America,In progress,Yes,No,2015,2,2,1,0,0,6,0,1518,enterprise,2592,mortgage,south
1257316,Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,IL,60621,2015-02-25,2015-03-03,Genworth Financial,Untimely response,No,No,2015,2,2,1,0,0,6,0,1,small,1003,mortgage,midwest
1256233,Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,NY,10469,2015-02-25,2015-03-03,Citibank,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1016,enterprise,1846,banking,northeast
1257332,Debt Collection,Credit Card,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,CA,94540,2015-02-25,2015-02-25,Encore Capital Group,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,392,enterprise,3859,debt,west
1257328,Debt Collection,Payday Loan,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,MO,65775,2015-02-25,2015-02-25,"Delray Capital, Llc",Closed,Yes,No,2015,2,2,1,0,0,0,1,6,small,409,debt,midwest
1257336,Debt Collection,Not Specified,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,CA,94540,2015-02-25,2015-03-03,Ge Capital Retail,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,481,enterprise,3859,debt,west
1257339,Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,IN,46208,2015-02-25,2015-03-03,Ocwen,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,934,enterprise,298,mortgage,midwest
1257399,Debt Collection,Medical,False Statements Or Representation,Attempted To Collect Wrong Amount,TN,37074,2015-02-25,2015-02-25,"Adler Wallach & Associates, Inc.",Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,9,small,473,debt,south
1257365,Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Servicing, Payments, Escrow Account",Not Specified,OH,45231,2015-02-25,2015-02-25,Carrington Mortgage,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,55,large,939,mortgage,midwest
1257376,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,WA,98122,2015-02-25,2015-02-25,Experian,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,1940,enterprise,509,credit,west
1257383,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,FL,34667,2015-02-25,2015-02-25,Transunion,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1525,enterprise,2592,credit,south
1257382,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,FL,34667,2015-02-25,2015-02-25,Experian,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,1940,enterprise,2592,credit,south
1257916,Prepaid Card,General Purpose Card,Adding Money,Not Specified,TX,78412,2015-02-25,2015-03-02,Amex,Closed with explanation,Yes,No,2015,2,2,1,0,0,5,0,270,enterprise,2380,other,south
1257394,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Reinserted Previously Deleted Info,NY,11219,2015-02-25,2015-03-03,Experian,In progress,Yes,No,2015,2,2,1,0,0,6,0,1940,enterprise,1846,credit,northeast
1256235,Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MN,55303,2015-02-25,2015-03-03,U.S. Bancorp,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,429,enterprise,311,mortgage,midwest
1257685,Consumer Loan,Title Loan,Charged Fees Or Interest I Didn'T Expect,Not Specified,GA,30326,2015-02-25,2015-03-03,Tmx Finance Llc,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,22,medium,1146,loan,south
1256284,Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,GA,30058,2015-02-25,2015-02-25,Suntrust Bank,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,184,large,1146,mortgage,south
1257911,Credit Card,Not Specified,Delinquent Account,Not Specified,NY,11422,2015-02-25,2015-02-26,Capital One,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,1,0,567,enterprise,1846,credit,northeast
1257702,Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,NY,11233,2015-02-25,2015-03-03,Bank Of America,In progress,Yes,No,2015,2,2,1,0,0,6,0,1518,enterprise,1846,mortgage,northeast
1257690,Mortgage,Conventional Fixed Mortgage,Settlement Process And Costs,Not Specified,MD,21224,2015-02-25,2015-02-26,"Green Tree Servicing, Llc",In progress,Yes,No,2015,2,2,1,0,0,1,0,399,enterprise,791,mortgage,south
1256282,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,VA,23455,2015-02-25,2015-03-03,Experian,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,6,0,1940,enterprise,869,credit,south
1256251,Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CA,91708,2015-02-25,2015-03-03,"North Shore Agency, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,11,medium,3859,debt,west
1256262,Credit Card,Not Specified,Billing Disputes,Not Specified,PA,19103,2015-02-25,2015-03-03,Bank Of America,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1518,enterprise,1055,credit,northeast
1256278,Debt Collection,Credit Card,Disclosure Verification Of Debt,Right To Dispute Notice Not Received,AZ,85382,2015-02-25,2015-02-25,Guglielmo And Associates,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,2,small,578,debt,west
1256279,Debt Collection,Credit Card,Disclosure Verification Of Debt,Right To Dispute Notice Not Received,AZ,85382,2015-02-25,2015-02-25,"Portfolio America Asset Management, Llc",Untimely response,No,No,2015,2,2,1,0,0,0,1,2,small,578,debt,west
1257779,Credit Card,Not Specified,Identity Theft / Fraud / Embezzlement,Not Specified,OH,44134,2015-02-25,2015-03-02,Fifth Third Bank,Closed with explanation,Yes,No,2015,2,2,1,0,0,5,0,110,large,939,credit,midwest
1257826,Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,PA,16415,2015-02-25,2015-03-03,Jpmorgan Chase,Closed with explanation,Yes,No,2015,2,2,1,0,0,6,0,1272,enterprise,1055,mortgage,northeast
